start,stop,Fst,replicate
1670400,1702400,0.17547204042737505,0
1676800,1708800,0.16558931632454227,0
1683200,1715200,0.1721609232314501,0
1689600,1721600,0.17222113709292738,0
1696000,1728000,0.16988359299802627,0
1702400,1734400,0.1787281866178869,0
1708800,1740800,0.18724356824569865,0
1715200,1747200,0.19372892912635606,0
1721600,1753600,0.19647058028207973,0
1728000,1760000,0.20144573909501032,0
1734400,1766400,0.20545696074594208,0
1740800,1772800,0.20386521466680468,0
1747200,1779200,0.19983461983988574,0
1753600,1785600,0.2172610929494028,0
1760000,1792000,0.21385427301021154,0
1766400,1798400,0.20569837712693645,0
1772800,1804800,0.20960997205525345,0
1779200,1811200,0.21046984747533728,0
1785600,1817600,0.21018224045515535,0
1792000,1824000,0.18555895694050648,0
1798400,1830400,0.17092802243602173,0
1804800,1836800,0.1773442237498767,0
1811200,1843200,0.1696889390302637,0
1817600,1849600,0.16248024954015178,0
1824000,1856000,0.1632991101684187,0
1830400,1862400,0.16924354384609894,0
1836800,1868800,0.1856451548730475,0
1843200,1875200,0.1768288291402051,0
1849600,1881600,0.18276949471368145,0
1856000,1888000,0.181321770875488,0
1862400,1894400,0.17866401956732547,0
1868800,1900800,0.1804205487552742,0
1875200,1907200,0.1824382690851708,0
1881600,1913600,0.1806357106225191,0
1888000,1920000,0.18210748813406785,0
1894400,1926400,0.19717727633845802,0
1900800,1932800,0.20068970089690752,0
1907200,1939200,0.20070501933624765,0
1913600,1945600,0.18710539354270125,0
1920000,1952000,0.18497233252490528,0
1926400,1958400,0.1827979935845861,0
1932800,1964800,0.1782642034801395,0
1939200,1971200,0.1700494662008087,0
1945600,1977600,0.16396496283922338,0
1952000,1984000,0.16803771258722533,0
1958400,1990400,0.17128836150042773,0
1964800,1996800,0.16874508761535642,0
1971200,2003200,0.16743698191306938,0
1977600,2009600,0.17283818351778574,0
1984000,2016000,0.16921080065683095,0
1990400,2022400,0.1652825206449217,0
1996800,2028800,0.16133589880071522,0
2003200,2035200,0.15303633459527974,0
2009600,2041600,0.149802868684366,0
2016000,2048000,0.1515475256315461,0
2022400,2054400,0.1627502360501965,0
2028800,2060800,0.16645045816699475,0
2035200,2067200,0.1755076547731623,0
2041600,2073600,0.19195877176123705,0
2048000,2080000,0.20117409257297372,0
2054400,2086400,0.2059761969536813,0
2060800,2092800,0.210217373127926,0
2067200,2099200,0.21643749899416426,0
2073600,2105600,0.21541056374549106,0
2080000,2112000,0.20889358535493885,0
2086400,2118400,0.1948787804333236,0
2092800,2124800,0.19807110248364893,0
2099200,2131200,0.1871471112893848,0
2105600,2137600,0.18254002299320327,0
2112000,2144000,0.17730990905825758,0
2118400,2150400,0.17478731472521858,0
2124800,2156800,0.17409939438647226,0
2131200,2163200,0.16644803679866516,0
2137600,2169600,0.1754525916324318,0
2144000,2176000,0.1756657476577154,0
2150400,2182400,0.17679707109810622,0
2156800,2188800,0.1710289038487981,0
2163200,2195200,0.17078985937969132,0
2169600,2201600,0.17193213875958804,0
2176000,2208000,0.16558072932299342,0
2182400,2214400,0.16979098520826627,0
2188800,2220800,0.17087175793629625,0
2195200,2227200,0.16885286656337362,0
2201600,2233600,0.16978771953914604,0
2208000,2240000,0.17292427288047602,0
2214400,2246400,0.1830489171349736,0
2220800,2252800,0.18324354824682573,0
2227200,2259200,0.1820672337345454,0
2233600,2265600,0.2010327991458669,0
2240000,2272000,0.20903961610075406,0
2246400,2278400,0.20451862986526248,0
2252800,2284800,0.2021873492586607,0
2259200,2291200,0.19592684091183216,0
2265600,2297600,0.2073827046600968,0
2272000,2304000,0.19809801623199105,0
2278400,2310400,0.20342202352437505,0
2284800,2316800,0.20220747717047535,0
2291200,2323200,0.20797628562852066,0
2297600,2329600,0.20966832029499055,0
2304000,2336000,0.1923651398690481,0
2310400,2342400,0.1859991833164058,0
2316800,2348800,0.1712958324092986,0
2323200,2355200,0.16261997649426296,0
2329600,2361600,0.16402522928422145,0
2336000,2368000,0.17380496711797874,0
2342400,2374400,0.19114084259297007,0
2348800,2380800,0.19727924344866746,0
2355200,2387200,0.1996741300340723,0
2361600,2393600,0.2103630995174798,0
2368000,2400000,0.18939099435160967,0
2374400,2406400,0.1898890227805562,0
2380800,2412800,0.16831511837263968,0
2387200,2419200,0.16265160621217264,0
2393600,2425600,0.1659547708271327,0
2400000,2432000,0.16134302984678886,0
2406400,2438400,0.1737215531597644,0
2412800,2444800,0.1662260170992722,0
2419200,2451200,0.181790019371744,0
2425600,2457600,0.19010232573775934,0
2432000,2464000,0.2002180418104982,0
2438400,2470400,0.20253982895979245,0
2444800,2476800,0.19252490002213926,0
2451200,2483200,0.18202976125800646,0
2457600,2489600,0.17264505065904875,0
2464000,2496000,0.16243909830829822,0
2470400,2502400,0.15215320781943922,0
2476800,2508800,0.1532847912007878,0
2483200,2515200,0.16164204263056614,0
2489600,2521600,0.16569960039366666,0
2496000,2528000,0.169347289202757,0
2502400,2534400,0.17403360405616244,0
2508800,2540800,0.16468570955371858,0
2515200,2547200,0.15534085002872702,0
2521600,2553600,0.14345146584996651,0
2528000,2560000,0.15492279216147978,0
2534400,2566400,0.1605048935585746,0
2540800,2572800,0.15596303475884224,0
2547200,2579200,0.16388382088177136,0
2553600,2585600,0.17195294825529,0
2560000,2592000,0.1746416483518924,0
2566400,2598400,0.16349362307398746,0
2572800,2604800,0.16215799176311355,0
2579200,2611200,0.1595707331260696,0
2585600,2617600,0.15512067982633365,0
2592000,2624000,0.1649019178360508,0
2598400,2630400,0.17107552550021865,0
2604800,2636800,0.16813260860401294,0
2611200,2643200,0.16081283898736656,0
2617600,2649600,0.17345721495404515,0
2624000,2656000,0.17702171274977427,0
2630400,2662400,0.1685753034296905,0
2636800,2668800,0.16119337989975258,0
2643200,2675200,0.1713531755756032,0
2649600,2681600,0.17411910008809256,0
2656000,2688000,0.1610069831223718,0
2662400,2694400,0.16063739357807605,0
2668800,2700800,0.16393559819009915,0
2675200,2707200,0.1675031121285722,0
2681600,2713600,0.15622005759117033,0
2688000,2720000,0.15253298251256528,0
2694400,2726400,0.14664371878217272,0
2700800,2732800,0.14341340187981858,0
2707200,2739200,0.14529991163229122,0
2713600,2745600,0.15411500157310695,0
2720000,2752000,0.16202171926130185,0
2726400,2758400,0.15958992814613132,0
2732800,2764800,0.17306035903335015,0
2739200,2771200,0.17936270431742848,0
2745600,2777600,0.1840531103439738,0
2752000,2784000,0.17579962382573358,0
2758400,2790400,0.178765635540289,0
2764800,2796800,0.19295795910827948,0
2771200,2803200,0.19566451362307005,0
2777600,2809600,0.18926279003442112,0
2784000,2816000,0.18644456461744252,0
2790400,2822400,0.18998746877393274,0
2796800,2828800,0.1977553920498536,0
2803200,2835200,0.18828518362374044,0
2809600,2841600,0.18521490912403968,0
2816000,2848000,0.1931239514615569,0
2822400,2854400,0.18721138214007127,0
2828800,2860800,0.19311547684270627,0
2835200,2867200,0.18640858575356087,0
2841600,2873600,0.19583878313849626,0
2848000,2880000,0.19458366774358302,0
2854400,2886400,0.1953523953478391,0
2860800,2892800,0.19413029394183293,0
2867200,2899200,0.1933095892863208,0
2873600,2905600,0.19059177963582752,0
2880000,2912000,0.18885151619673066,0
2886400,2918400,0.1943000975593,0
2892800,2924800,0.194944391692656,0
2899200,2931200,0.19493724676480687,0
2905600,2937600,0.17490801894640112,0
2912000,2944000,0.17199252565575035,0
2918400,2950400,0.1690659555096688,0
2924800,2956800,0.16549922945845755,0
2931200,2963200,0.15398245546123726,0
2937600,2969600,0.15194280295686907,0
2944000,2976000,0.1595727711570337,0
2950400,2982400,0.16640950559537646,0
2956800,2988800,0.17450649203434954,0
2963200,2995200,0.18117145419831748,0
2969600,3001600,0.18275078275815912,0
2976000,3008000,0.17414253186088155,0
2982400,3014400,0.1779862536368043,0
2988800,3020800,0.16307606357634968,0
2995200,3027200,0.1551246011812716,0
3001600,3033600,0.13946939977710165,0
3008000,3040000,0.13895238849725122,0
3014400,3046400,0.14812573056565498,0
3020800,3052800,0.15112956407994255,0
3027200,3059200,0.1505950232477414,0
3033600,3065600,0.15418972819038915,0
3040000,3072000,0.16642828904350038,0
3046400,3078400,0.1801053943570147,0
3052800,3084800,0.1780487965290175,0
3059200,3091200,0.17979314848895736,0
3065600,3097600,0.18901346055872872,0
3072000,3104000,0.1864078166059602,0
3078400,3110400,0.18662822502380105,0
3084800,3116800,0.1766674006741224,0
3091200,3123200,0.1874094178684232,0
3097600,3129600,0.19403596132256368,0
3104000,3136000,0.1970250136980536,0
3110400,3142400,0.19676907850218395,0
3116800,3148800,0.1860588728375809,0
3123200,3155200,0.1829224336037738,0
3129600,3161600,0.16811079695906314,0
3136000,3168000,0.15554994375391798,0
3142400,3174400,0.15073047266418518,0
3148800,3180800,0.14928098273932094,0
3155200,3187200,0.15817197030453714,0
3161600,3193600,0.16092838738307855,0
3168000,3200000,0.16569924145271395,0
3174400,3206400,0.16838517631384695,0
3180800,3212800,0.17804987681324955,0
3187200,3219200,0.18906455185335044,0
3193600,3225600,0.19037467726887933,0
3200000,3232000,0.1923606508105006,0
3206400,3238400,0.19696974280351706,0
3212800,3244800,0.19443564557983747,0
3219200,3251200,0.18041290598097628,0
3225600,3257600,0.1748429823340298,0
3232000,3264000,0.1775055250553532,0
3238400,3270400,0.19125270977857767,0
3244800,3276800,0.1853107555530233,0
3251200,3283200,0.1929706633735108,0
3257600,3289600,0.19516178059499145,0
3264000,3296000,0.18753207912751316,0
3270400,3302400,0.18566853124729227,0
3276800,3308800,0.17065920131188514,0
3283200,3315200,0.17779238320452606,0
3289600,3321600,0.17929560845663756,0
3296000,3328000,0.18342139926007253,0
3302400,3334400,0.18874979392589775,0
3308800,3340800,0.19033941910255334,0
3315200,3347200,0.19041287411117155,0
3321600,3353600,0.1812321635915637,0
3328000,3360000,0.1714452467947714,0
3334400,3366400,0.17395524992027867,0
3340800,3372800,0.17655057676044594,0
3347200,3379200,0.17494283346548867,0
3353600,3385600,0.17918591849488386,0
3360000,3392000,0.1836758851462334,0
3366400,3398400,0.1787396942696626,0
3372800,3404800,0.17628449030030546,0
3379200,3411200,0.18153079718713785,0
3385600,3417600,0.1746670996855282,0
3392000,3424000,0.17366889633970528,0
3398400,3430400,0.17786930642407753,0
3404800,3436800,0.17912811576125154,0
3411200,3443200,0.1763708731412135,0
3417600,3449600,0.1716811007881254,0
3424000,3456000,0.17424639600217276,0
3430400,3462400,0.17204267003150026,0
3436800,3468800,0.17219457824120127,0
3443200,3475200,0.18080644816436028,0
3449600,3481600,0.1872400925419727,0
3456000,3488000,0.1803174721265308,0
3462400,3494400,0.17594821035021702,0
3468800,3500800,0.17251902388794196,0
3475200,3507200,0.17065297777869673,0
3481600,3513600,0.17192065069944035,0
3488000,3520000,0.17512649171831834,0
3494400,3526400,0.18502207717728625,0
3500800,3532800,0.18878832756706915,0
3507200,3539200,0.19666103600932872,0
3513600,3545600,0.19699394333003356,0
3520000,3552000,0.19764298457535573,0
3526400,3558400,0.1913086137803284,0
3532800,3564800,0.1836318684472336,0
3539200,3571200,0.1740572386310744,0
3545600,3577600,0.1607602615619758,0
3552000,3584000,0.1587218016309722,0
3558400,3590400,0.1595958734558999,0
3564800,3596800,0.17063519888544534,0
3571200,3603200,0.17414011128730447,0
3577600,3609600,0.18965141075744416,0
3584000,3616000,0.2004355424681224,0
3590400,3622400,0.20518776897140134,0
3596800,3628800,0.20580153596822828,0
3603200,3635200,0.19311616440449567,0
3609600,3641600,0.19214397322612933,0
3616000,3648000,0.19432807103917896,0
3622400,3654400,0.1887342537530561,0
3628800,3660800,0.17868423955115478,0
3635200,3667200,0.16837009826659238,0
3641600,3673600,0.16673711422209594,0
3648000,3680000,0.16219058061529498,0
3654400,3686400,0.16767240845781822,0
3660800,3692800,0.17414349770777562,0
3667200,3699200,0.18035380584729965,0
3673600,3705600,0.1811334055399545,0
3680000,3712000,0.19177162329877226,0
3686400,3718400,0.19792193030052307,0
3692800,3724800,0.18513893344809465,0
3699200,3731200,0.18187075211378367,0
3705600,3737600,0.18597540375676636,0
3712000,3744000,0.19959114020587146,0
3718400,3750400,0.19316690079111168,0
3724800,3756800,0.1888050719055527,0
3731200,3763200,0.1891789088525381,0
3737600,3769600,0.18648159211336013,0
3744000,3776000,0.19052749258537727,0
3750400,3782400,0.1868339723681081,0
3756800,3788800,0.18533902748704387,0
3763200,3795200,0.1942954191500499,0
3769600,3801600,0.19800708444622125,0
3776000,3808000,0.19673919621724545,0
3782400,3814400,0.19366512529727584,0
3788800,3820800,0.18742104387485264,0
3795200,3827200,0.19406777859434948,0
3801600,3833600,0.18083149832782874,0
3808000,3840000,0.17427325388834247,0
3814400,3846400,0.17704630870376206,0
3820800,3852800,0.16695082249419882,0
3827200,3859200,0.1740811322749829,0
3833600,3865600,0.16374337510866446,0
3840000,3872000,0.1673228559602736,0
3846400,3878400,0.16676149653451167,0
3852800,3884800,0.1612386002931971,0
3859200,3891200,0.16931965042112174,0
3865600,3897600,0.1603449491805238,0
3872000,3904000,0.170289419398796,0
3878400,3910400,0.16421202431406132,0
3884800,3916800,0.17090144611501176,0
3891200,3923200,0.17720846675058316,0
3897600,3929600,0.1744405379328306,0
3904000,3936000,0.17855142107454586,0
3910400,3942400,0.17166617052221453,0
3916800,3948800,0.1745317071348569,0
3923200,3955200,0.16502878066076432,0
3929600,3961600,0.1637934495762099,0
3936000,3968000,0.1641405475041282,0
3942400,3974400,0.1682578188654036,0
3948800,3980800,0.16452061319908504,0
3955200,3987200,0.16881713731796075,0
3961600,3993600,0.17898752317562175,0
3968000,4000000,0.1839813891944964,0
3974400,4006400,0.19123103547474174,0
3980800,4012800,0.19260127135992086,0
3987200,4019200,0.20282074356875768,0
3993600,4025600,0.2006372969841978,0
4000000,4032000,0.19317702239689624,0
4006400,4038400,0.1936601499000896,0
4012800,4044800,0.17950458379433895,0
4019200,4051200,0.16790203042420795,0
4025600,4057600,0.16485483171588136,0
4032000,4064000,0.16372011456234256,0
4038400,4070400,0.1638748322375727,0
4044800,4076800,0.15878759973184686,0
4051200,4083200,0.1557129957891192,0
4057600,4089600,0.16397814596649365,0
4064000,4096000,0.16979416227810576,0
4070400,4102400,0.16050479813766028,0
4076800,4108800,0.16293807850225925,0
4083200,4115200,0.16172210930299652,0
4089600,4121600,0.1707650094399001,0
4096000,4128000,0.18258828685267528,0
4102400,4134400,0.16646112935894244,0
4108800,4140800,0.17413675289818395,0
4115200,4147200,0.1787733447191251,0
4121600,4153600,0.17960316769705206,0
4128000,4160000,0.18313157372258804,0
4134400,4166400,0.17624872920847326,0
4140800,4172800,0.18125185122180534,0
4147200,4179200,0.18984544820097987,0
4153600,4185600,0.18731677873488026,0
4160000,4192000,0.19734488756548976,0
4166400,4198400,0.19762815851282955,0
4172800,4204800,0.20377061546014816,0
4179200,4211200,0.2171602353169816,0
4185600,4217600,0.2233943870391965,0
4192000,4224000,0.2215817282331791,0
4198400,4230400,0.21727862014780014,0
4204800,4236800,0.21668508858837676,0
4211200,4243200,0.2118239289714275,0
4217600,4249600,0.20931892297376467,0
4224000,4256000,0.1956458636361209,0
4230400,4262400,0.1958724779542191,0
4236800,4268800,0.19218458657014434,0
4243200,4275200,0.19250806316747845,0
4249600,4281600,0.1867938245443975,0
4256000,4288000,0.1898715563628756,0
4262400,4294400,0.1897617551061736,0
4268800,4300800,0.18628591590639987,0
4275200,4307200,0.18661650070628746,0
4281600,4313600,0.1811035813122775,0
4288000,4320000,0.17222481882682122,0
4294400,4326400,0.16911951209090245,0
4300800,4332800,0.1745255469734964,0
4307200,4339200,0.1748020755991039,0
4313600,4345600,0.17552395284169353,0
4320000,4352000,0.18018710264295787,0
4326400,4358400,0.1845445683091206,0
4332800,4364800,0.1803390865932589,0
4339200,4371200,0.18262609368965554,0
4345600,4377600,0.1933400551760968,0
4352000,4384000,0.2016939723950948,0
4358400,4390400,0.20930248124340334,0
4364800,4396800,0.21789930013211525,0
4371200,4403200,0.2273067364177727,0
4377600,4409600,0.22500228205213615,0
4384000,4416000,0.2256817989839989,0
4390400,4422400,0.21488199171844896,0
4396800,4428800,0.20433317678390267,0
4403200,4435200,0.19801284663539645,0
4409600,4441600,0.19784724966588504,0
4416000,4448000,0.1868692305635548,0
4422400,4454400,0.17811304030651112,0
4428800,4460800,0.18647558870429684,0
4435200,4467200,0.198569452954008,0
4441600,4473600,0.1951350231118383,0
4448000,4480000,0.18975824124699933,0
4454400,4486400,0.201113508542217,0
4460800,4492800,0.2110546195042944,0
4467200,4499200,0.20837329906819907,0
4473600,4505600,0.1912154268031285,0
4480000,4512000,0.19153172962207016,0
4486400,4518400,0.18848341590554035,0
4492800,4524800,0.19082559171772612,0
4499200,4531200,0.18152932866052504,0
4505600,4537600,0.18049504390080925,0
4512000,4544000,0.18335687682436586,0
4518400,4550400,0.18462359676532292,0
4524800,4556800,0.18456542830424086,0
4531200,4563200,0.18083696880996766,0
4537600,4569600,0.17715002999171475,0
4544000,4576000,0.1784788430795955,0
4550400,4582400,0.17880153375652474,0
4556800,4588800,0.17820069365123276,0
4563200,4595200,0.18729931102509167,0
4569600,4601600,0.18712399587838308,0
4576000,4608000,0.1959917714914053,0
4582400,4614400,0.1970032414301005,0
4588800,4620800,0.2080134518964029,0
4595200,4627200,0.2065630870569662,0
4601600,4633600,0.18738731780199447,0
4608000,4640000,0.1806861247205256,0
4614400,4646400,0.16914739412606158,0
4620800,4652800,0.1557731634941873,0
4627200,4659200,0.13870291354899109,0
4633600,4665600,0.13717854438981555,0
4640000,4672000,0.1355016579331448,0
4646400,4678400,0.13404893615044286,0
4652800,4684800,0.14037878546957192,0
4659200,4691200,0.13940505970753714,0
4665600,4697600,0.1447600982653674,0
4672000,4704000,0.14672215284149254,0
4678400,4710400,0.17733292945811827,0
4684800,4716800,0.18878262483065208,0
4691200,4723200,0.19391686258545646,0
4697600,4729600,0.19947215063401053,0
4704000,4736000,0.19410474988524767,0
4710400,4742400,0.1875020108804964,0
4716800,4748800,0.17430147974841775,0
4723200,4755200,0.1639916655888164,0
4729600,4761600,0.15620227947665516,0
4736000,4768000,0.15624200112718278,0
4742400,4774400,0.16284095487439498,0
4748800,4780800,0.17456511275410969,0
4755200,4787200,0.17321258552714294,0
4761600,4793600,0.1817008737519146,0
4768000,4800000,0.17888681140491508,0
4774400,4806400,0.18812978979107556,0
4780800,4812800,0.19384734194513584,0
4787200,4819200,0.207678752096546,0
4793600,4825600,0.2087347123005815,0
4800000,4832000,0.21126195681803847,0
4806400,4838400,0.2143743634234488,0
