Unnamed: 0,start,stop,Fst
0,0,31999,0.17673740439016222
0,0,31999,0.17498406077347672
0,0,31999,0.17210231763743344
0,0,31999,0.15366492390219788
0,0,31999,0.1810243225925772
0,0,31999,0.1950960031954183
0,0,31999,0.18539537009027368
0,0,31999,0.1752981332223569
0,0,31999,0.17139981714661384
0,0,31999,0.16597853098791035
0,0,31999,0.18636425569539825
0,0,31999,0.17575743435623165
0,0,31999,0.14919441739835632
0,0,31999,0.16902271528822568
0,0,31999,0.15794155592868805
0,0,31999,0.16642156787936085
0,0,31999,0.1992911882913442
0,0,31999,0.14829682530521165
0,0,31999,0.1627027669194358
0,0,31999,0.18494712652749706
0,0,31999,0.1848639743355104
0,0,31999,0.1700851860360201
0,0,31999,0.15266415237041694
0,0,31999,0.17891199156816756
0,0,31999,0.18602054031258367
0,0,31999,0.1796055409268651
0,0,31999,0.1546518131385868
0,0,31999,0.14512693796267953
0,0,31999,0.166110100357547
0,0,31999,0.1881507183824132
0,0,31999,0.1441461043712263
0,0,31999,0.15606518738840394
0,0,31999,0.1398103311276871
0,0,31999,0.1450907036201002
0,0,31999,0.15183206339302185
0,0,31999,0.1834918252943285
0,0,31999,0.18400078081742985
0,0,31999,0.1642484399696897
0,0,31999,0.1506618953615104
0,0,31999,0.15691031194874908
0,0,31999,0.1697187935572066
0,0,31999,0.16783942107045086
0,0,31999,0.1923674584430334
0,0,31999,0.1965152924189639
0,0,31999,0.15268940622057908
0,0,31999,0.1980632630011017
0,0,31999,0.17586879789656962
0,0,31999,0.17927775831702067
0,0,31999,0.15225634666172438
0,0,31999,0.15977432194570793
0,0,31999,0.1577731518284822
0,0,31999,0.18913170207458976
0,0,31999,0.13294777133715946
0,0,31999,0.15851900929210733
0,0,31999,0.170519299391197
0,0,31999,0.177698883664497
0,0,31999,0.19741343296904607
0,0,31999,0.17717461221963954
0,0,31999,0.1869044673614636
0,0,31999,0.18082596488408045
0,0,31999,0.18942332496223435
0,0,31999,0.17704674228602202
0,0,31999,0.15947397254034965
0,0,31999,0.1954165746879604
0,0,31999,0.15693304985836054
0,0,31999,0.17151005273381315
0,0,31999,0.20021103698117707
0,0,31999,0.17919604080448515
0,0,31999,0.18390918268295
0,0,31999,0.18902337530463
0,0,31999,0.1731603291608847
0,0,31999,0.1685238516435374
0,0,31999,0.1827683813535997
0,0,31999,0.1776549064523912
0,0,31999,0.16086508377434686
0,0,31999,0.17204567810808044
0,0,31999,0.14797724752899605
0,0,31999,0.16255833796266433
0,0,31999,0.19364133824785806
0,0,31999,0.1991674020974916
0,0,31999,0.16368085384942813
0,0,31999,0.16095253568049395
0,0,31999,0.161584026133839
0,0,31999,0.1781923920420229
0,0,31999,0.16369474513125268
0,0,31999,0.17443034726608675
0,0,31999,0.17049435652061826
0,0,31999,0.162477929753318
0,0,31999,0.18369270187914885
0,0,31999,0.19522385176410675
0,0,31999,0.19649511003429446
0,0,31999,0.17689235493659322
0,0,31999,0.14353694734231232
0,0,31999,0.19016594016160315
0,0,31999,0.19111165689998733
0,0,31999,0.1777266243170974
0,0,31999,0.1768677045573216
0,0,31999,0.15441598347107532
0,0,31999,0.16648677364937514
0,0,31999,0.16022236012132474
0,0,31999,0.2053080950166178
0,0,31999,0.16720328118919708
0,0,31999,0.1754744357517843
0,0,31999,0.16285151728202704
0,0,31999,0.16921991821517068
0,0,31999,0.16360263399303207
0,0,31999,0.18354944354882155
0,0,31999,0.15844766940844948
0,0,31999,0.1837544609041281
0,0,31999,0.14931446019983152
0,0,31999,0.17004453516165002
0,0,31999,0.18913033137710414
0,0,31999,0.17299420464330553
0,0,31999,0.1729658440756597
0,0,31999,0.15552226734677488
0,0,31999,0.19303439082208
0,0,31999,0.17183768693238186
0,0,31999,0.18903448069845724
0,0,31999,0.1772319471450602
0,0,31999,0.1576529350071866
0,0,31999,0.17696978641889485
0,0,31999,0.19505943453212635
0,0,31999,0.16441043322722645
0,0,31999,0.14059539750295744
0,0,31999,0.18371345344866907
0,0,31999,0.16972944588138172
0,0,31999,0.1714187100457703
0,0,31999,0.18283249868399276
0,0,31999,0.1944040372743432
0,0,31999,0.17487465113787706
0,0,31999,0.1984024288579531
0,0,31999,0.174462517336559
0,0,31999,0.18920836833106
0,0,31999,0.18852057841306655
0,0,31999,0.16814844362654885
