,Unnamed: 0,start,stop,Fst
0,0,0,31999,0.1265749449997038
1,0,0,31999,0.11106978247295947
2,0,0,31999,0.14406561231309856
3,0,0,31999,0.1330785504659311
4,0,0,31999,0.1367385886533067
5,0,0,31999,0.12519194774088674
6,0,0,31999,0.12841081449647665
7,0,0,31999,0.13727740663991264
8,0,0,31999,0.1287000279668512
9,0,0,31999,0.12121858510580667
10,0,0,31999,0.1218603531318862
11,0,0,31999,0.10792419368051114
12,0,0,31999,0.1440422690480644
13,0,0,31999,0.12111381412985706
14,0,0,31999,0.12831983347545406
15,0,0,31999,0.12514815860386622
16,0,0,31999,0.1327418038837064
17,0,0,31999,0.1204035805536502
18,0,0,31999,0.13430872885947992
19,0,0,31999,0.13042991147401914
20,0,0,31999,0.11657410692162667
21,0,0,31999,0.1131780875573266
22,0,0,31999,0.12913988021544098
23,0,0,31999,0.1264492911603728
24,0,0,31999,0.1127000650431532
25,0,0,31999,0.11901735106738096
26,0,0,31999,0.15191876348039168
27,0,0,31999,0.11736949454858582
28,0,0,31999,0.134430484542959
29,0,0,31999,0.15620143336112458
30,0,0,31999,0.14410056269526292
31,0,0,31999,0.13692871399609458
32,0,0,31999,0.13593957678209978
33,0,0,31999,0.10107188282011713
34,0,0,31999,0.11974600453836813
35,0,0,31999,0.12885374029604307
36,0,0,31999,0.13690260809544966
37,0,0,31999,0.13812078093242736
38,0,0,31999,0.13879369603286798
39,0,0,31999,0.11520627351593513
40,0,0,31999,0.11878087726896795
41,0,0,31999,0.12167767718874607
42,0,0,31999,0.11614111062229568
43,0,0,31999,0.1437398038486933
44,0,0,31999,0.11120227883632344
45,0,0,31999,0.13995239673235496
46,0,0,31999,0.11439500179018168
47,0,0,31999,0.13693300098610015
48,0,0,31999,0.12347129769839026
49,0,0,31999,0.1296576791190934
50,0,0,31999,0.12182212275156805
51,0,0,31999,0.1319745843333346
52,0,0,31999,0.14562063848807827
53,0,0,31999,0.1418642030960989
54,0,0,31999,0.14519050548822549
55,0,0,31999,0.13720604960497476
56,0,0,31999,0.12303016553675808
57,0,0,31999,0.13273543460103712
58,0,0,31999,0.11968961909588807
59,0,0,31999,0.1040971088706118
60,0,0,31999,0.12614329250836975
61,0,0,31999,0.11417686662960505
62,0,0,31999,0.12226062467409847
63,0,0,31999,0.14027398538560615
64,0,0,31999,0.1145640468127552
65,0,0,31999,0.13059246747873346
66,0,0,31999,0.13231306136631746
67,0,0,31999,0.1185391060793562
68,0,0,31999,0.13928319237679088
69,0,0,31999,0.11088816868120936
70,0,0,31999,0.14775066638498466
71,0,0,31999,0.13104290403831031
72,0,0,31999,0.1077564088749051
73,0,0,31999,0.1073076444456276
74,0,0,31999,0.13698333551961275
75,0,0,31999,0.11684059599779414
76,0,0,31999,0.11853457004509504
77,0,0,31999,0.14924597456543565
78,0,0,31999,0.11071484259029116
79,0,0,31999,0.11453467290686475
80,0,0,31999,0.13185802010196335
81,0,0,31999,0.10471420381990633
82,0,0,31999,0.136238845119074
83,0,0,31999,0.1044592532960215
84,0,0,31999,0.13886420589967324
85,0,0,31999,0.11312027678705915
86,0,0,31999,0.12131069661095972
87,0,0,31999,0.10060135814995304
88,0,0,31999,0.135774555605545
89,0,0,31999,0.12461257874360285
90,0,0,31999,0.12410151150035947
91,0,0,31999,0.11178483460484387
92,0,0,31999,0.13932542526193362
93,0,0,31999,0.11642782160773195
94,0,0,31999,0.13322487136495845
95,0,0,31999,0.13029101935087736
96,0,0,31999,0.14607767694759524
97,0,0,31999,0.11431039038851705
98,0,0,31999,0.10487428728844367
99,0,0,31999,0.12271225213414025
100,0,0,31999,0.12974396691629134
101,0,0,31999,0.11521537398186478
102,0,0,31999,0.12869509511979327
103,0,0,31999,0.11049965662960552
104,0,0,31999,0.11041143563325738
105,0,0,31999,0.1315737040343938
106,0,0,31999,0.09582245894655564
107,0,0,31999,0.1422880043542597
108,0,0,31999,0.13001618012488014
109,0,0,31999,0.13910828382697302
110,0,0,31999,0.1348376774420336
111,0,0,31999,0.11390529012701354
112,0,0,31999,0.14505630473841724
113,0,0,31999,0.10980382989510078
114,0,0,31999,0.1354306918610112
115,0,0,31999,0.10930276802029826
116,0,0,31999,0.1196210843103589
117,0,0,31999,0.14638693338451567
118,0,0,31999,0.11452948835274206
