,Unnamed: 0,start,stop,Fst
0,0,0,31999,0.17530224520885335
1,0,0,31999,0.15669595752836055
2,0,0,31999,0.19866287238590705
3,0,0,31999,0.17466134066676364
4,0,0,31999,0.1843916633722741
5,0,0,31999,0.18880390905604916
6,0,0,31999,0.17860095478532767
7,0,0,31999,0.179068834000393
8,0,0,31999,0.1694974334910961
9,0,0,31999,0.16913967126346552
10,0,0,31999,0.1858118807484276
11,0,0,31999,0.1898060031102244
12,0,0,31999,0.1521313765405256
13,0,0,31999,0.18388161129309533
14,0,0,31999,0.1689404044455891
15,0,0,31999,0.1779827087879959
16,0,0,31999,0.16793926043192312
17,0,0,31999,0.19861272317657674
18,0,0,31999,0.15895557976646915
19,0,0,31999,0.17375794964449598
20,0,0,31999,0.21433609895164132
21,0,0,31999,0.16630414241678876
22,0,0,31999,0.17538178424895864
23,0,0,31999,0.1589746919198012
24,0,0,31999,0.19832364361368013
25,0,0,31999,0.1628790426744143
26,0,0,31999,0.17968327623551378
27,0,0,31999,0.1862848124669196
28,0,0,31999,0.18019271783015364
29,0,0,31999,0.20752679204321287
30,0,0,31999,0.18797529151508507
31,0,0,31999,0.18879928196116894
32,0,0,31999,0.16417385367902654
33,0,0,31999,0.14253921789732985
34,0,0,31999,0.1912546804985658
35,0,0,31999,0.18882939434238905
36,0,0,31999,0.17800787151708616
37,0,0,31999,0.16731085452649405
38,0,0,31999,0.19147680028158276
39,0,0,31999,0.1659537548059536
40,0,0,31999,0.16957783968936155
41,0,0,31999,0.16096273570463174
42,0,0,31999,0.19786446455248627
43,0,0,31999,0.16241001938733474
44,0,0,31999,0.1928725338269268
45,0,0,31999,0.1564551714805192
46,0,0,31999,0.159941250430761
47,0,0,31999,0.19971106493698768
48,0,0,31999,0.17223690318487034
49,0,0,31999,0.17198357177507256
50,0,0,31999,0.17983366560386546
51,0,0,31999,0.18923228976781845
52,0,0,31999,0.16955432564325434
53,0,0,31999,0.1834999636635835
54,0,0,31999,0.189633578570141
55,0,0,31999,0.20095071358732164
56,0,0,31999,0.19559855355084133
57,0,0,31999,0.160604326295362
58,0,0,31999,0.18431654851492685
59,0,0,31999,0.1707405834613011
60,0,0,31999,0.14676145936101248
61,0,0,31999,0.19267808044421045
62,0,0,31999,0.1755300873303913
63,0,0,31999,0.16726759288658938
64,0,0,31999,0.18114103725593245
65,0,0,31999,0.16062103069409195
66,0,0,31999,0.1558984373913924
67,0,0,31999,0.18350232185918453
68,0,0,31999,0.1922540123288763
69,0,0,31999,0.18945678684718706
70,0,0,31999,0.1662753029168436
71,0,0,31999,0.15206248294666844
72,0,0,31999,0.1634349647118716
73,0,0,31999,0.182277986384518
74,0,0,31999,0.1658268310092647
75,0,0,31999,0.20288545385472326
76,0,0,31999,0.18295917733248185
77,0,0,31999,0.1915986656275348
78,0,0,31999,0.15564438450887047
79,0,0,31999,0.1480080292847024
80,0,0,31999,0.203863486546118
81,0,0,31999,0.15121418792812266
82,0,0,31999,0.16064293877500854
83,0,0,31999,0.15911644961776186
84,0,0,31999,0.14697162618085569
85,0,0,31999,0.1882705048186128
86,0,0,31999,0.1692731592208247
87,0,0,31999,0.1883995908528769
88,0,0,31999,0.1426129585503944
89,0,0,31999,0.15770156343249972
90,0,0,31999,0.16283903680244502
91,0,0,31999,0.18416386680165744
92,0,0,31999,0.17328930101304688
93,0,0,31999,0.172936138902494
94,0,0,31999,0.1810345823560513
95,0,0,31999,0.1479547741765259
96,0,0,31999,0.1926229545880511
97,0,0,31999,0.15992718161043645
98,0,0,31999,0.16158786076951392
99,0,0,31999,0.20099620341278174
100,0,0,31999,0.17102116569812156
101,0,0,31999,0.1552217331675111
102,0,0,31999,0.18051621452766706
103,0,0,31999,0.18690449015437424
104,0,0,31999,0.18740922010708286
105,0,0,31999,0.17919152112591413
106,0,0,31999,0.19587074869275253
107,0,0,31999,0.15482350175645224
108,0,0,31999,0.13560064602451474
109,0,0,31999,0.15569752934528638
110,0,0,31999,0.1826302500863663
111,0,0,31999,0.20011240074565134
112,0,0,31999,0.19295299483342096
113,0,0,31999,0.1803533339144149
114,0,0,31999,0.1674028426407611
115,0,0,31999,0.1535983641934332
116,0,0,31999,0.15998465727425806
117,0,0,31999,0.16083947789076758
118,0,0,31999,0.201672546590471
119,0,0,31999,0.19037547708145705
120,0,0,31999,0.20384060668428733
121,0,0,31999,0.17372496304728002
122,0,0,31999,0.1989993894429823
123,0,0,31999,0.17472899189747595
